ID;primäres_Label_viecpro;Adresse;alternatives_label_adress1822;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Stadtviertel
680;;Himmelpfortgasse 956;956;1013;982;;Himmelpfortgasse;Stift Schotten;48.20534559;16.37431659;Kärntnerviertel
681;;Weihburggasse 918;918;974;949;;Weihburggasse;Magistrat der Stadt Wien;48.20606671;16.3743429;Kärntnerviertel
682;;Weihburggasse 917;917;973;948;;Weihburggasse;Ständisch frei;48.20597465;16.37451063;Kärntnerviertel
683;;Weihburggasse 916;916;972;947;;Weihburggasse;"Ständisch frei;Magistrat der Stadt Wien";48.20586287;16.37473426;Kärntnerviertel
684;;Weihburggasse 919;919;975;950;;Weihburggasse;Magistrat der Stadt Wien;48.20614342;16.37420148;Kärntnerviertel
685;;Rauhensteingasse 932;932;988;1352;;Rauhensteingasse;Magistrat der Stadt Wien;48.20626178;16.37269027;Kärntnerviertel
686;;Ballgassel 929;929;985;1344;bürgerliche Tischler-Innung;Ballgassel;Magistrat der Stadt Wien;48.20600315;16.37370158;Kärntnerviertel
687;;Ballgassel 930;930;986;1354;;Ballgassel;Magistrat der Stadt Wien;48.20614562;16.37338421;Kärntnerviertel
688;;Ballgassel 931;931;987;1353;;Ballgassel;Magistrat der Stadt Wien;48.20621028;16.3730356;Kärntnerviertel
689;;Rauhensteingasse 933;933;991;969;;Rauhensteingasse;Magistrat der Stadt Wien;48.20614452;16.37237784;Kärntnerviertel
690;;Rauhensteingasse 934;934;992;970;;Rauhensteingasse;Magistrat der Stadt Wien;48.20626069;16.37251268;Kärntnerviertel
691;;Rauhensteingasse 935;935;993;971;;Rauhensteingasse;Magistrat der Stadt Wien;48.20637905;16.37256859;Kärntnerviertel
692;;Rauhensteingasse 927;927;983;958;;Rauhensteingasse;Magistrat der Stadt Wien;48.20648425;16.37281525;Kärntnerviertel
693;;Singerstraße 892;892;948;924;;Singerstraße;Herrschaft Seegenthal;48.20693718;16.37430308;Kärntnerviertel
694;;Weihburggasse 910;910;966;942;;Weihburggasse;Stift Schotten;48.20680019;16.37359434;Kärntnerviertel
695;;Weihburggasse 909;909;965;941;;Weihburggasse;Magistrat der Stadt Wien;48.20684403;16.37346443;Kärntnerviertel
696;;Singerstraße 894;894;950;926;;Singerstraße;Magistrat der Stadt Wien;48.20713663;16.37395775;Kärntnerviertel
697;;Weihburggasse 907;907;963;939;;Weihburggasse;Magistrat der Stadt Wien;48.20712129;16.37254685;Kärntnerviertel
698;;Weihburggasse 908;908;964;940;;Weihburggasse;Ständisch frei;48.20699307;16.37302538;Kärntnerviertel
699;;Grünangergasse 838;838;888;1360;;Grünangergasse;Magistrat der Stadt Wien;48.20727033;16.37500523;Kärntnerviertel
700;;Fähnrichshof 880;880;934;869;;Fähnrichshof;Magistrat der Stadt Wien;48.20725609;16.37402353;Kärntnerviertel
701;;Fähnrichshof 882;882;936;871;;Fähnrichshof;Magistrat der Stadt Wien;48.20748184;16.37449054;Kärntnerviertel
702;;Fähnrichshof 883;883;937;872;;Fähnrichshof;Magistrat der Stadt Wien;48.20737992;16.37433267;Kärntnerviertel
703;;Fähnrichshof 884;884;938;873;;Fähnrichshof;Magistrat der Stadt Wien;48.2072002;16.37413699;Kärntnerviertel
704;;Singerstraße 885;885;939;874;;Singerstraße;Magistrat der Stadt Wien;48.20711033;16.37427348;Kärntnerviertel
705;;Fähnrichshof 881;881;935;870;;Fähnrichshof;Magistrat der Stadt Wien;48.20746102;16.37411726;Kärntnerviertel
706;;Kumpfgasse 829;829;879;894;;Kumpfgasse;Stift Schotten;48.20667636;16.3756482;Kärntnerviertel
707;;Sackgässel 840;840;890;876;;Sackgässel;Magistrat der Stadt Wien;48.20752896;16.37496906;Kärntnerviertel
708;;Blutgassel 849;849;899;868;;Blutgassel;Magistrat der Stadt Wien;48.20732074;16.37392651;Kärntnerviertel
709;;Blutgassel 848;848;898;867;;Blutgassel;Magistrat der Stadt Wien;48.2076254;16.37424881;Kärntnerviertel
710;;Blutgassel 847;847;897;866;;Blutgassel;Magistrat der Stadt Wien;48.20776567;16.37439352;Kärntnerviertel
711;;Grünangergasse 842;842;892;878;;Grünangergasse;Magistrat der Stadt Wien;48.20757718;16.3753966;Kärntnerviertel
712;;Grünangergasse 843;843;893;879;;Grünangergasse;Magistrat der Stadt Wien;48.20769883;16.37551829;Kärntnerviertel
713;;Kleine Schulerstraße 844;844;894;880;;Kleine Schulerstraße;Magistrat der Stadt Wien;48.20785225;16.37530452;Kärntnerviertel
714;;Wollzeile 858;858;910;827;;Wollzeile;Magistrat der Stadt Wien;48.20817663;16.37659702;Stubenviertel
715;;Große Schullerstraße 852;852;902;845;;Große Schullerstraße;Magistrat der Stadt Wien;48.20821937;16.37519763;Kärntnerviertel
716;;Große Schullerstraße 851;851;901;844;;Große Schullerstraße;Magistrat der Stadt Wien;48.20818211;16.37545909;Kärntnerviertel
717;;Große Schullerstraße 853;853;903;846;;Große Schullerstraße;Magistrat der Stadt Wien;48.20828512;16.37498386;Kärntnerviertel
718;;Große Schullerstraße 854;854;904;847;Wiener Erzbisthum;Große Schullerstraße;Magistrat der Stadt Wien;48.20832786;16.37486546;Kärntnerviertel
719;;Große Schullerstraße 855;855;905;848;;Große Schullerstraße;Magistrat der Stadt Wien;48.20836731;16.37476186;Kärntnerviertel
720;;Stephansplatz 871;871;922;850;Metropolitan-Domkapitel;Stephansplatz;Magistrat redimiert;48.20845498;16.37438858;Kärntnerviertel
721;;Stephansplatz 872;872;923;849;Domherrenhof;Stephansplatz;Ständisch frei;48.20828402;16.37422743;Kärntnerviertel
722;;Stephansplatz 870;870;921;851;Metropolitan-Domkapitel;Stephansplatz;Ständisch frei;48.20862374;16.37431623;Stubenviertel
723;;Strobelgasse 865;865;906;820;;Strobelgasse;Magistrat der Stadt Wien;48.20846922;16.37481448;Stubenviertel
724;;Wollzeile 774;774;820;812;;Wollzeile;Magistrat der Stadt Wien;48.20899195;16.37497399;Stubenviertel
725;;Wollzeile 775;775;"821;822";"811;810";;Wollzeile;Magistrat der Stadt Wien;48.20885826;16.37524696;Stubenviertel
726;;Große Schullerstraße 823;823;873;839;;Große Schullerstraße;Stift Schotten;48.20769992;16.37679105;Kärntnerviertel
727;;Seilerstätte 806;806;856;919;;Seilerstätte;Magistrat der Stadt Wien;48.20616566;16.37645889;Kärntnerviertel
728;;Weihburggasse 913;913;969;945;P. P. Franzsikaner-Kloster;Weihburggasse;Magistrat der Stadt Wien;48.20654704;16.37452014;Kärntnerviertel
729;;Seilerstätte 802;802;849;914;;Seilerstätte;Kaiserlich-Königlich;48.2059684;16.37662004;Kärntnerviertel
730;;Riemerstraße 814;814;864;911;;Riemerstraße;Magistrat der Stadt Wien;48.20653608;16.37627965;Kärntnerviertel
731;;Riemerstraße 818;818;868;899;;Riemerstraße;Magistrat der Stadt Wien;48.20688019;16.37635858;Kärntnerviertel
732;;Kumpfgasse 830;830;880;887;;Kumpfgasse;Magistrat der Stadt Wien;48.20707526;16.37574357;Kärntnerviertel
733;;Kumpfgasse 825;825;875;890;;Kumpfgasse;Magistrat der Stadt Wien;48.20763088;16.37610369;Kärntnerviertel
734;;Riemerstraße 821;821;871;902;;Riemerstraße;Stift Schotten;48.20730431;16.37674172;Kärntnerviertel
735;;Riemerstraße 798;798;845;1361;K. K. Stempelamt und Tabakabaldo;Riemerstraße;Kaiserlich-Königlich;48.20736458;16.37731891;Kärntnerviertel
736;;Stubentorbastei 1188;1188;1264;1207;;Stubentorbastei;Magistrat der Stadt Wien;48.20635416;16.37729589;Kärntnerviertel
737;;Stubentorbastei 1187;1187;1263;1208;;Stubentorbastei;Magistrat der Stadt Wien;48.20641553;16.37735837;Kärntnerviertel
738;;Stubentorbastei 1186;1186;1262;1209;;Stubentorbastei;Magistrat der Stadt Wien;48.2065032;16.37747677;Kärntnerviertel
739;;Stubentorbastei 1185;1185;1261;1210;;Stubentorbastei;Magistrat der Stadt Wien;48.20661389;16.37760503;Kärntnerviertel
740;;Jakoberhof 796;796;843;837;;Jakoberhof;Magistrat der Stadt Wien;48.20720129;16.37815262;Stubenviertel
741;;Jakoberhof 797;797;844;1376;;Jakoberhof;Magistrat der Stadt Wien;48.20711472;16.37783854;Kärntnerviertel
742;;Jakobergassel 799;799;846;903;K. K. orientalische Akademie;Jakobergassel;Staatsgüter-Administration;48.20679252;16.37750472;Kärntnerviertel
743;;Riemerstraße 794;794;841;835;;Riemerstraße;Magistrat der Stadt Wien;48.2077591;16.37725313;Stubenviertel
744;;Jakobergassel 800;800;847;1362;K. K. Staatsgüter-Administration;Jakobergassel;Staatsgüter-Administration;48.20662156;16.37731069;Kärntnerviertel
745;;Jakobergassel 809;809;859;906;;Jakobergassel;Magistrat der Stadt Wien;48.2067443;16.37712322;Kärntnerviertel
746;;Stubentorbastei 1189;1189;1265;1206;;Stubentorbastei;Magistrat der Stadt Wien;48.20626868;16.37720051;Kärntnerviertel
747;;Seilerstätte 803;803;"850b;853";"915b;918";Zum K. K. Zeughaus gehörig;Seilerstätte;Magistrat der Stadt Wien;48.20572291;16.37596228;Kärntnerviertel
748;;Wollzeile 793;793;840;834;;Wollzeile;Magistrat der Stadt Wien;48.20790923;16.37747677;Stubenviertel
749;;Wollzeile 792;792;839;833;;Wollzeile;Magistrat der Stadt Wien;48.20780403;16.37784512;Stubenviertel
750;;Wollzeile 791;791;838;832;;Wollzeile;Magistrat der Stadt Wien;48.20773389;16.37815755;Stubenviertel
751;;Wollzeile 790;790;837;831;;Wollzeile;Magistrat der Stadt Wien;48.20770978;16.37831213;Stubenviertel
752;;Wollzeile 789;789;836;830;;Wollzeile;Magistrat der Stadt Wien;48.20766814;16.37848314;Stubenviertel
753;;Wollzeile 785;785;832;800;;Wollzeile;Magistrat der Stadt Wien;48.20801663;16.377878;Stubenviertel
754;;Wollzeile 786;786;833;799;;Wollzeile;Magistrat der Stadt Wien;48.20799033;16.37809835;Stubenviertel
755;;Wollzeile 782;782;829;803;;Wollzeile;Magistrat der Stadt Wien;48.20822046;16.37718078;Stubenviertel
756;;Beckgasse 670;670;714;797;Kuraten bei St. Stephan;Beckgasse;Magistrat der Stadt Wien;48.20808129;16.37837297;Stubenviertel
757;;Schulgasse 671;671;715;796;;Schulgasse;Magistrat der Stadt Wien;48.20822375;16.37841243;Stubenviertel
758;;Schulgasse 757;757;803;795;Schola Austriacorum;Schulgasse;Magistrat redimiert;48.20846813;16.37756721;Stubenviertel
759;;Universitätsplatz 750;750;796;778;K. K. Konvikt;Universitätsplatz;Magistrat redimiert;48.20873552;16.37762148;Stubenviertel
760;;Schönlaterngasse 673;673;717;773;;Schönlaterngasse;Magistrat der Stadt Wien;48.20943139;16.3775113;Stubenviertel
761;;Schönlaterngasse 675;675;719;775;;Schönlaterngasse;Magistrat der Stadt Wien;48.20944782;16.37717913;Stubenviertel
762;;Schönlaterngasse 677;677;721;762;Stift zu Heiligenkreuz;Schönlaterngasse;"Ständisch frei;Magistrat redimiert";48.20963521;16.37726629;Stubenviertel
763;;Schönlaterngasse 682;682;726;727;;Schönlaterngasse;Magistrat der Stadt Wien;48.20944563;16.37841079;Stubenviertel
764;;Schönlaterngasse 683;683;727;728;;Schönlaterngasse;Magistrat der Stadt Wien;48.20959357;16.37857523;Stubenviertel
765;;Alter Fleischmarkt 685;685;729;730;Pazmaniten-Collegium;Alter Fleischmarkt;Magistrat der Stadt Wien;48.2100856;16.37853083;Stubenviertel
766;;Auwinkel 663;663;707;720;;Auwinkel;Magistrat der Stadt Wien;48.20992177;16.37902004;Stubenviertel
767;;Auwinkel 664;664;708;721;K. K. Hauptmauth;Auwinkel;Magistrat redimiert;48.21019957;16.37913597;Stubenviertel
768;;Alter Fleischmarkt 689;689;733;735;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.20998259;16.37767081;Stubenviertel
769;;Alter Fleischmarkt 690;690;734;736;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21027189;16.3778928;Stubenviertel
770;;Wolfengassel 692;692;736;738;;Wolfengassel;Magistrat der Stadt Wien;48.2104275;16.37746033;Stubenviertel
771;;Alter Fleischmarkt 665;665;709;722;K. K. neue Hauptmauth;Alter Fleischmarkt;Magistrat redimiert;48.210376;16.37930534;Stubenviertel
772;;Alter Fleischmarkt 708;708;752;"705;707";Kaiserlich Königlich;Alter Fleischmarkt;"Ständisch frei;Magistrat der Stadt Wien";48.21025545;16.37848643;Stubenviertel
773;;Alter Fleischmarkt 706;706;750;703;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21056283;16.3775779;Stubenviertel
774;;Alter Fleischmarkt 707;707;751;704;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21047955;16.37782785;Stubenviertel
775;;Hafnersteig 712;712;756;701;;Hafnersteig;Magistrat der Stadt Wien;48.21076446;16.37726546;Stubenviertel
776;;Hafnersteig 711;711;755;700;;Hafnersteig;Magistrat der Stadt Wien;48.21094308;16.37720627;Stubenviertel
777;;Laurenzergasse 709;709;753;695;;Laurenzergasse;Magistrat der Stadt Wien;48.21092774;16.37805971;Stubenviertel
778;;Alter Fleischmarkt 703;703;747;747;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21073707;16.37676721;Stubenviertel
779;;Alter Fleischmarkt 701;701;745;749;K. K. Familienhaus;Alter Fleischmarkt;Magistrat redimiert;48.21077104;16.37638735;Stubenviertel
780;;Alter Fleischmarkt 700;700;744;750;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21078638;16.37611603;Stubenviertel
781;;Rotenturmstraße 727;727;773;679;;Rotenturmstraße;Magistrat der Stadt Wien;48.21114142;16.37613083;Stubenviertel
782;;Rotenturmstraße 726;726;772;680;;Rotenturmstraße;Magistrat der Stadt Wien;48.211331;16.37591541;Stubenviertel
783;;Rotenturmstraße 724;724;770;682;;Rotenturmstraße;Magistrat der Stadt Wien;48.21164495;16.37633884;Stubenviertel
784;;Rotenturmstraße 725;725;771;681;;Rotenturmstraße;Magistrat der Stadt Wien;48.21155509;16.37614316;Stubenviertel
785;;Adlergasse 722;722;768;687;;Adlergasse;Magistrat der Stadt Wien;48.21152934;16.37703854;Stubenviertel
786;;Adlergasse 721;721;767;689;;Adlergasse;Magistrat der Stadt Wien;48.21144825;16.37729671;Stubenviertel
787;;Adlergasse 720;720;766;1381;;Adlergasse;Magistrat der Stadt Wien;48.21137921;16.37753679;Stubenviertel
788;;Adlergasse 719;719;765;1380;;Adlergasse;Magistrat der Stadt Wien;48.21131566;16.37773083;Stubenviertel
789;;Adlergasse 718;718;764;1379;;Adlergasse;Magistrat der Stadt Wien;48.21126963;16.3779002;Stubenviertel
790;;Adlergasse 717;717;763;759;;Adlergasse;Magistrat der Stadt Wien;48.21123786;16.37806135;Stubenviertel
791;;Hafnersteig 715;715;760;757;;Hafnersteig;Magistrat der Stadt Wien;48.2111206;16.37755159;Stubenviertel
792;;Hafnersteig 713;713;"757;758";"685;684";Griechische Gemeinde;Hafnersteig;Magistrat der Stadt Wien;48.21136497;16.37698098;Stubenviertel
793;;Hafnersteig 714;714;759;686;;Hafnersteig;Magistrat der Stadt Wien;48.21137264;16.37712405;Stubenviertel
794;;Laurenzergasse 716;716;"761;762";758;;Laurenzergasse;Magistrat der Stadt Wien;48.21119621;16.37823073;Stubenviertel
795;;Schönlaterngasse 681;681;725;772;Debelisches Stifthaus;Schönlaterngasse;Magistrat der Stadt Wien;48.21107129;16.37856783;Stubenviertel
796;;Schönlaterngasse 682;682;726;727;;Schönlaterngasse;Magistrat der Stadt Wien;48.21101212;16.37879311;Stubenviertel
797;;Schönlaterngasse 683;683;727;728;;Schönlaterngasse;Magistrat der Stadt Wien;48.21100445;16.37892631;Stubenviertel
798;;Alter Fleischmarkt 684;684;728;729;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21096719;16.37904306;Stubenviertel
799;;Alter Fleischmarkt 685;685;729;730;Pazmaniten-Collegium;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21092226;16.37918777;Stubenviertel
800;;Alter Fleischmarkt 686;686;730;731;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21067242;16.37933083;Stubenviertel
801;;Alter Fleischmarkt 687;687;731;"732;733";;Alter Fleischmarkt;"Magistrat der Stadt Wien;Stift Schotten";48.21068228;16.37941634;Stubenviertel
802;;Drachengassel 688;688;732;734;;Drachengassel;Magistrat der Stadt Wien;48.21069981;16.37948705;Stubenviertel
803;;Alter Fleischmarkt 689;689;733;735;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.2107294;16.37958407;Stubenviertel
804;;Biberbastei 1180;1180;1255;1218;;Biberbastei;Magistrat der Stadt Wien;48.21084994;16.37961203;Stubenviertel
805;;Biberbastei 1179;1179;1254;1219;;Biberbastei;Magistrat der Stadt Wien;48.21080172;16.37948376;Stubenviertel
806;;Biberbastei 1178;1178;1253;1220;;Biberbastei;Magistrat der Stadt Wien;48.21076666;16.3794295;Stubenviertel
807;;Biberbastei 1177;1177;1252;"1222;1221";;Biberbastei;Magistrat der Stadt Wien;48.21077214;16.37931932;Stubenviertel
808;;Biberbastei 1176;1176;1251;1223;;Biberbastei;Magistrat der Stadt Wien;48.21084336;16.37934234;Stubenviertel
809;;Biberbastei 1175;1175;1250;1224;;Biberbastei;Magistrat der Stadt Wien;48.21091569;16.37939661;Stubenviertel
810;;Biberbastei 1174;1174;1249;1225;;Biberbastei;Magistrat der Stadt Wien;48.21100116;16.37939003;Stubenviertel
811;;Biberbastei 660;660;704;717;;Biberbastei;Magistrat der Stadt Wien;48.21045709;16.37963751;Stubenviertel
812;;Biberbastei 661;661;705;718;;Biberbastei;Magistrat der Stadt Wien;48.21056831;16.37945087;Stubenviertel
813;;Auwinkel 662;662;706;719;;Auwinkel;Magistrat der Stadt Wien;48.21057708;16.37930617;Stubenviertel
814;;Dominikanerplatz 666;666;710;723;K. K. Postwagens-Direction;Dominikanerplatz;Magistrat der Stadt Wien;48.20946262;16.37905868;Stubenviertel
815;;Dominikanerplatz 667;667;711;724;;Dominikanerplatz;Magistrat der Stadt Wien;48.20916564;16.37905211;Stubenviertel
816;;Dominikanerplatz 672;672;716;778;Universitätsbibliothek;Dominikanerplatz;Magistrat redimiert;48.20940563;16.37875365;Stubenviertel
817;;Schönlaterngasse 681;681;725;772;Debelisches Stifthaus;Schönlaterngasse;Magistrat der Stadt Wien;48.20934536;16.37828006;Stubenviertel
818;;Dominikanerplatz 668;668;712;725;P. P. Dominikaner-Zinshaus;Dominikanerplatz;Magistrat der Stadt Wien;48.2089925;16.37918037;Stubenviertel
819;;Laurenzerbastei 1184;1184;1259;1213;;Laurenzerbastei;Magistrat der Stadt Wien;48.20894976;16.37967205;Stubenviertel
820;;Laurenzerbastei 1183;1183;1258;1214;;Laurenzerbastei;Magistrat der Stadt Wien;48.20905551;16.37962683;Stubenviertel
821;;Laurenzerbastei 1181;1181;1256;"1217;1216";;Laurenzerbastei;Magistrat der Stadt Wien;48.20923359;16.37955365;Stubenviertel
822;;Laurenzerbastei 1182;1182;1257;1215;;Laurenzerbastei;Magistrat der Stadt Wien;48.20914263;16.37957256;Stubenviertel
823;;Dominikanerplatz 669;669;713;726;P. P. Dominikaner-Kloster;Dominikanerplatz;Ständisch frei;48.20868073;16.37864758;Stubenviertel
824;;Untere Bäckerstraße 743;743;789;762;;Untere Bäckerstraße;Magistrat der Stadt Wien;48.20959576;16.37614316;Stubenviertel
825;;Untere Bäckerstraße 742;742;788;761;;Untere Bäckerstraße;Magistrat der Stadt Wien;48.20973932;16.37583401;Stubenviertel
826;;Köllnerhofgasse 741;741;787;760;;Köllnerhofgasse;Magistrat der Stadt Wien;48.20980616;16.37566464;Stubenviertel
827;;Köllnerhofgasse 740;740;786;1381;;Köllnerhofgasse;Magistrat der Stadt Wien;48.20988726;16.37548376;Stubenviertel
828;;Lugeck 736;736;782;758;;Lugeck;Magistrat der Stadt Wien;48.20991903;16.37485559;Stubenviertel
829;;Obere Bäckerstraße 766;766;812;786;;Obere Bäckerstraße;Magistrat der Stadt Wien;48.2094807;16.37503319;Stubenviertel
830;;Obere Bäckerstraße 759;759;805;793;;Obere Bäckerstraße;Magistrat der Stadt Wien;48.20870703;16.37692096;Stubenviertel
831;;Haarmarkt 731;731;777;753;;Haarmarkt;Magistrat der Stadt Wien;48.21057872;16.3749411;Stubenviertel
832;;Haarmarkt 732;732;778;754;;Haarmarkt;Magistrat der Stadt Wien;48.21049544;16.37481613;Stubenviertel
833;;Haarmarkt 642;642;683;652;;Haarmarkt;Magistrat der Stadt Wien;48.21062475;16.37471911;Stubenviertel
834;;Haarmarkt 643;643;684;653;;Haarmarkt;Magistrat der Stadt Wien;48.21072118;16.37490821;Stubenviertel
835;;Haarmarkt 644;644;685;654;;Haarmarkt;Magistrat der Stadt Wien;48.21085596;16.37501675;Stubenviertel
836;;Bischofgasse 639;639;680;639;;Bischofgasse;Magistrat der Stadt Wien;48.21021053;16.37417481;Stubenviertel
837;;Kramergasse 527;527;567;629;;Kramergasse;"Magistrat der Stadt Wien;P. P. Dominikaner";48.21019299;16.37370451;Stubenviertel
838;;Kramergasse 528;528;568;630;;Kramergasse;Magistrat der Stadt Wien;48.21014478;16.37363874;Stubenviertel
839;;Kramergasse 529;529;569;631;;Kramergasse;Magistrat der Stadt Wien;48.21010313;16.37359598;Stubenviertel
840;;Kramergasse 530;530;570;632;;Kramergasse;Magistrat der Stadt Wien;48.2100593;16.37353185;Stubenviertel
841;;Rothgasse 486;486;520;648;;Rothgasse;Magistrat der Stadt Wien;48.21033107;16.37392157;Stubenviertel
842;;Fischhof 518;518;558;508;;Fischhof;Magistrat der Stadt Wien;48.21088994;16.37408437;Stubenviertel
843;;Fischhof 520;520;560;510;;Fischhof;Magistrat der Stadt Wien;48.21075077;16.37409588;Stubenviertel
844;;Hoher Markt 522;522;562;512;;Hoher Markt;Magistrat der Stadt Wien;48.2107409;16.37374069;Stubenviertel
845;;Seitenstättengasse 488;488;522;640;;Seitenstättengasse;Magistrat der Stadt Wien;48.2108461;16.37439023;Stubenviertel
846;;Dreifaltigkeitshof 497;497;531;496;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.21123402;16.37459085;Stubenviertel
847;;Dreifaltigkeitshof 496;496;530;497;;Dreifaltigkeitshof;Ständisch frei;48.21137209;16.37428334;Stubenviertel
848;;Dreifaltigkeitshof 489;489;523;641;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.211108;16.37474871;Stubenviertel
849;;Dreifaltigkeitshof 490;490;524;642;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.21116827;16.37482599;Stubenviertel
850;;Dreifaltigkeitshof 491;491;525;643;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.2112384;16.37491973;Stubenviertel
851;;Dreifaltigkeitshof 492;492;526;644;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.21132935;16.37503977;Stubenviertel
852;;Dreifaltigkeitshof 493;493;527;645;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.21148277;16.37523216;Stubenviertel
853;;Judengasse 499;499;533;499;;Judengasse;Magistrat der Stadt Wien;48.21145647;16.37381469;Stubenviertel
854;;Haarmarkt 646;646;688;655;;Haarmarkt;Magistrat der Stadt Wien;48.21100171;16.37530123;Stubenviertel
855;;Rabengasse 645;645;"686;687";"646;647;656";;Rabengasse;Magistrat der Stadt Wien;48.21099952;16.37507265;Stubenviertel
856;;Rabengasse 485;485;519;657;Stadt Wiener Magistrat;Rabengasse;Magistrat der Stadt Wien;48.21138634;16.37540482;Stubenviertel
857;;Seitenstättengasse 463;463;497;474;;Seitenstättengasse;Magistrat der Stadt Wien;48.21178411;16.37436392;Stubenviertel
858;;Seitenstättengasse 465;465;499;659;;Seitenstättengasse;Magistrat der Stadt Wien;48.21185753;16.37515159;Stubenviertel
859;;Kohlmessergasse 466;466;500;660;;Kohlmessergasse;Herrschaft Unter Siefering;48.21213367;16.37502003;Stubenviertel
860;;Kohlmessergasse 468;468;502;1341;K. K. Salzamt;Kohlmessergasse;Magistrat der Stadt Wien;48.21221914;16.37483751;Schottenviertel
861;;Kienmarkt 460;460;494;471;K. K. Kameralgüter-Administration;Kienmarkt;Magistrat der Stadt Wien;48.21208984;16.37398406;Schottenviertel
862;;Alter Ruprechtsteig 462;462;496;473;;Alter Ruprechtsteig;Magistrat der Stadt Wien;48.21204491;16.37459907;Schottenviertel
863;;Rotenturmstraße 482;482;517;674;;Rotenturmstraße;Magistrat der Stadt Wien;48.21186958;16.37583566;Stubenviertel
864;;Am Bergl 483;483;518;658;;Am Bergl;Magistrat der Stadt Wien;48.2117096;16.37539167;Stubenviertel
865;;Kohlmessergasse 480;480;515;672;;Kohlmessergasse;Magistrat der Stadt Wien;48.21188273;16.37612343;Stubenviertel
866;;Kohlmessergasse 479;479;514;671;;Kohlmessergasse;Magistrat der Stadt Wien;48.21195944;16.37590143;Stubenviertel
867;;Kohlmessergasse 478;478;513;670;;Kohlmessergasse;Magistrat der Stadt Wien;48.21202299;16.37570411;Stubenviertel
868;;Kohlmessergasse 477;477;512;669;;Kohlmessergasse;Magistrat der Stadt Wien;48.21206683;16.37556269;Stubenviertel
869;;Kohlmessergasse 476;476;511;661;;Kohlmessergasse;Magistrat der Stadt Wien;48.21212929;16.375367;Stubenviertel
870;;Kohlmessergasse 475;475;510;667;;Kohlmessergasse;Magistrat der Stadt Wien;48.21220161;16.37516639;Stubenviertel
871;;Kohlmessergasse 474;474;509;666;;Kohlmessergasse;Magistrat der Stadt Wien;48.21224982;16.37502826;Stubenviertel
872;;Kohlmessergasse 473;473;508;665;;Kohlmessergasse;Magistrat der Stadt Wien;48.21229365;16.37494439;Stubenviertel
873;;Kohlmessergasse 472;472;507;664;;Kohlmessergasse;Magistrat der Stadt Wien;48.21234296;16.37484408;Stubenviertel
874;;Kohlmessergasse 471;471;506;663;;Kohlmessergasse;Magistrat der Stadt Wien;48.21239775;16.37473884;Stubenviertel
875;;Kohlmessergasse 470;470;505;662;;Kohlmessergasse;Magistrat der Stadt Wien;48.21244378;16.37465333;Stubenviertel
876;;Kohlmessergasse 469;469;503;"467;1366";;Kohlmessergasse;Magistrat der Stadt Wien;48.2125676;16.37421592;Schottenviertel
877;;Sterngasse 451;451;485;462;;Sterngasse;Magistrat der Stadt Wien;48.21230352;16.3727376;Schottenviertel
878;;Pressgasse 509;509;543;479;;Pressgasse;Magistrat der Stadt Wien;48.21178849;16.37299906;Schottenviertel
879;;Pressgasse 508;508;542;478;;Pressgasse;Magistrat der Stadt Wien;48.21172494;16.37316022;Schottenviertel
880;;Pressgasse 507;507;541;477;;Pressgasse;Magistrat der Stadt Wien;48.2116581;16.37340523;Schottenviertel
881;;Judengasse 505;505;539;493;;Judengasse;Magistrat der Stadt Wien;48.21149701;16.37366176;Schottenviertel
882;;Judengasse 504;504;538;492;;Judengasse;Magistrat der Stadt Wien;48.21143565;16.37357296;Schottenviertel
883;;Judengasse 503;503;537;491;;Judengasse;Magistrat der Stadt Wien;48.21136661;16.3734891;Schottenviertel
884;;Judengasse 501;501;535;501;;Judengasse;Magistrat der Stadt Wien;48.2113447;16.37363874;Stubenviertel
885;;Judengasse 502;502;536;502;;Judengasse;Magistrat der Stadt Wien;48.21126251;16.37352034;Stubenviertel
886;;Krebsgasse 510;510;547;483;;Krebsgasse;Magistrat der Stadt Wien;48.21156824;16.37294973;Schottenviertel
887;;Dreifaltigkeitshof 498;498;532;498;;Dreifaltigkeitshof;Ständisch frei;48.21153208;16.37396104;Stubenviertel
888;;Hoher Markt 542;542;583;523;;Hoher Markt;Magistrat der Stadt Wien;48.21062256;16.37289053;Kärntnerviertel
